Konzept-Nr.;Schritt-Nr.;K;AE;AM
mip-K-62;mip-K-62-4;K-RF;AE-KO;AM-K
mip-K-62;mip-K-62-5;K-RB;AE-PO;AM-I
mip-K-62;mip-K-62-6;K-RB;AE-RO;AM-HB
mip-K-62;mip-K-62-7;K-RB;AE-PO;AM-BE
mip-K-63;mip-K-63-1;K-RP;AE-RO;AM-K
mip-K-63;mip-K-63-2;K-RP;AE-RO;AM-HB
mip-K-63;mip-K-63-3;K-RP;AE-RO;AM-HB
mip-K-64;mip-K-64-1;K-RP;AE-RO;AM-I
mip-K-64;mip-K-64-2;K-RP;AE-RO;AM-HB
mip-K-64;mip-K-64-3;K-RP;AE-RO;AM-I
mip-K-64;mip-K-64-4;K-RP;AE-RO;AM-I
mip-K-64;mip-K-64-5;K-RP;AE-RO;AM-HB
mip-K-64;mip-K-64-6;K-RP;AE-RO;AM-I
mip-K-64;mip-K-64-7;K-RP;AE-RO;AM-I
mip-K-65;mip-K-65-1;K-RP;AE-RO;AM-I, AM-HB
mip-K-65;mip-K-65-2;K-RF;AE-RO;AM-HB
mip-K-65;mip-K-65-3;K-RB, K-RP;AE-PO, AE-RO;AM-M, AM-I, AM-HB
mip-K-65;mip-K-65-4;K-RP;AE-RO;AM-HB, AM-S
mip-K-65;mip-K-65-5;K-RP;AE-KO;AM-LN
mip-K-65;mip-K-65-6;-;AE-KO;AM-LN
mip-K-65;mip-K-65-7;-;AE-KO;AM-LN
mip-K-65;mip-K-65-8;K-RP;AE-RO;AM-HB, AM-S
mip-K-65;mip-K-65-9;K-RF;AE-RO;AM-HB
mip-K-65;mip-K-65-10;K-RP;AE-RO;AM-I
mip-K-65;mip-K-65-11;K-RP;AE-RO;AM-HB
mip-K-65;mip-K-65-12;K-RP;AE-RO;AM-LN
mip-K-65;mip-K-65-13;K-RP;AE-RO;AM-HB, AM-S
mip-K-65;mip-K-65-14;-;-;AM-LN
mip-K-65;mip-K-65-15;K-RP;AE-RO;AM-S, AM-I
mip-K-66;mip-K-66-1;K-RP;AE-RO;AM-B
mip-K-66;mip-K-66-2;K-RP;AE-RO;AM-B
mip-K-66;mip-K-66-3;K-RP;AE-RO;AM-B
mip-K-66;mip-K-66-4;K-RB;AE-RO;AM-B
mip-K-67;mip-K-67-1;K-RP;AE-RO;-
mip-K-67;mip-K-67-2;K-RF;-;AM-K
mip-K-67;mip-K-67-3;K-RP;AE-KO;AM-K
mip-K-67;mip-K-67-4;K-RP;AE-RO;AM-HB
mip-K-67;mip-K-67-5;K-RP;AE-RO;AM-HB
mip-K-67;mip-K-67-6;K-RP;AE-RO;AM-I
mip-K-67;mip-K-67-7;K-RP;AE-RO;AM-HB
mip-K-68;mip-K-68-1;K-RP;AE-RO;AM-HB
mip-K-68;mip-K-68-2;K-RB;AE-RO;AM-B, AM-I
mip-K-68;mip-K-68-3;K-RP;AE-RO;AM-HB, AM-LN
mip-K-68;mip-K-68-4;K-RP;AE-KO;AM-LN
mip-K-68;mip-K-68-5;K-RP;AE-RO;AM-I
mip-K-68;mip-K-68-6;K-RB;AE-PO;AM-BE
mip-K-69;mip-K-69-1;K-RF;AE-RO;AM-HB
mip-K-69;mip-K-69-2;K-RP;AE-RO;AM-HB
mip-K-69;mip-K-69-3;K-RP;AE-RO;AM-S
mip-K-69;mip-K-69-4;K-RP;AE-RO;AM-S
mip-K-69;mip-K-69-5;K-RP;AE-RO;AM-S
mip-K-69;mip-K-69-6;K-RP;AE-RO;AM-S
mip-K-69;mip-K-69-7;K-RP;AE-RO;AM-I
mip-K-69;mip-K-69-8;K-RB;-;AM-K
mip-K-69;mip-K-69-9;K-RF;-;AM-K
mip-K-69;mip-K-69-10;K-RB;-;AM-K
mip-K-69;mip-K-69-11;K-RB;AE-PO;AM-BE
mip-K-69;mip-K-69-12;K-RB;AE-PO;AM-I
mip-K-70;mip-K-70-1;K-RP;AE-RO;AM-HB
mip-K-70;mip-K-70-2;K-RP;AE-RO;AM-I
mip-K-70;mip-K-70-3;K-RP;AE-RO;AM-I
mip-K-70;mip-K-70-4;K-RP;AE-RO;AM-I
mip-K-70;mip-K-70-5;K-RP;AE-RO;AM-I
mip-K-70;mip-K-70-6;K-RP;AE-RO;AM-I
mip-K-70;mip-K-70-7;K-RP;AE-RO;AM-I
mip-K-70;mip-K-70-8;K-RP;AE-RO;AM-I
mip-K-71;mip-K-71-1;-;AE-KO;AM-K
mip-K-71;mip-K-71-2;-;AE-KO;AM-K
mip-K-71;mip-K-71-3;K-RP;AE-KO;AM-K
mip-K-71;mip-K-71-4;-;AE-KO;AM-K
mip-K-71;mip-K-71-5;-;AE-KO;AM-K
mip-K-71;mip-K-71-6;K-RP;AE-KO;AM-K
mip-K-72;mip-K-72-1;-;AE-KO;AM-K
mip-K-72;mip-K-72-2;K-RP;AE-KO;AM-K
mip-K-72;mip-K-72-3;K-RF;AE-KO;AM-K
mip-K-72;mip-K-72-4;K-RP;AE-KO;AM-K
mip-K-72;mip-K-72-5;-;AE-KO;AM-K
mip-K-72;mip-K-72-6;K-RP;AE-KO;AM-K
mip-K-72;mip-K-72-7;K-RP;AE-RO;AM-HB
mip-K-72;mip-K-72-8;K-RF;AE-RO;AM-HB
mip-K-72;mip-K-72-9;K-RP;AE-RO;AM-HB
mip-K-72;mip-K-72-10;K-RP;AE-RO;AM-HB
mip-K-72;mip-K-72-11;K-RP;AE-RO;AM-HB
mip-K-72;mip-K-72-12;K-RP;AE-KO;AM-K
mip-K-72;mip-K-72-13;K-RP;AE-KO;AM-K
mip-K-72;mip-K-72-14;K-RP;AE-KO;AM-K
mip-K-72;mip-K-72-15;K-RP;AE-KO;AM-K
mip-K-73;mip-K-73-1;K-RP;AE-KO;AM-K
mip-K-73;mip-K-73-2;-;AE-KO;AM-K
mip-K-73;mip-K-73-3;K-RP;AE-RO;AM-HB
mip-K-73;mip-K-73-4;K-RP;AE-KO;AM-K
mip-K-73;mip-K-73-5;K-RB;AE-KO;AM-K
mip-K-74;mip-K-74-1;K-RP;AE-RO;AM-S
mip-K-74;mip-K-74-2;K-RP;AE-KO;AM-K
mip-K-74;mip-K-74-3;K-RF;AE-KO;AM-K
mip-K-74;mip-K-74-4;K-RP;AE-KO;AM-K
mip-K-74;mip-K-74-5;K-RP;AE-RO;AM-HB
mip-K-75;mip-K-75-1;K-RP;AE-RO;AM-S
mip-K-75;mip-K-75-2;K-RP;AE-RO;AM-S
mip-K-75;mip-K-75-3;K-RP;AE-RO;AM-S
mip-K-75;mip-K-75-4;K-RP;AE-RO;AM-S
mip-K-75;mip-K-75-5;K-RP;AE-RO;AM-I
mip-K-75;mip-K-75-6;K-RP;AE-RO;AM-I
mip-K-76;mip-K-76-1;-;AE-KO;AM-LN
mip-K-76;mip-K-76-2;-;AE-KO;AM-LN
mip-K-76;mip-K-76-3;K-RP;AE-RO;AM-HB
mip-K-76;mip-K-76-4;-;-;AM-LN
mip-K-76;mip-K-76-5;K-RF;-;AM-K
mip-K-77;mip-K-77-1;K-RP;AE-RO;AM-I
mip-K-77;mip-K-77-2;K-RP;AE-RO;AM-I
mip-K-77;mip-K-77-3;K-RP;AE-RO;AM-I
mip-K-78;mip-K-78-1;K-RF;AE-KO;AM-K
mip-K-78;mip-K-78-2;K-RP;AE-RO;AM-S
mip-K-78;mip-K-78-3;K-RP;AE-RO;AM-S
mip-K-78;mip-K-78-4;K-RP;AE-RO;AM-S
mip-K-79;mip-K-79-1;K-RF;AE-KO;AM-K
mip-K-79;mip-K-79-2;K-RP;AE-KO;AM-K
mip-K-79;mip-K-79-3;K-RP;AE-KO;AM-K
mip-K-79;mip-K-79-4;K-RP;AE-KO;AM-K
mip-K-79;mip-K-79-5;K-RP;AE-RO;AM-HB
mip-K-79;mip-K-79-6;K-RP;AE-RO;AM-HB
mip-K-79;mip-K-79-7;K-RP;AE-RO;AM-S
mip-K-80;mip-K-80-1;K-RP;AE-RO;AM-I
mip-K-80;mip-K-80-2;K-RP;AE-RO;AM-S
mip-K-80;mip-K-80-3;K-RP;AE-RO;AM-S
mip-K-80;mip-K-80-4;K-RP;AE-RO;AM-I
mip-K-80;mip-K-80-5;K-RP;AE-RO;AM-I
mip-K-80;mip-K-80-6;K-RP;AE-KO;AM-K
mip-K-80;mip-K-80-7;K-RF;AE-KO;AM-K
mip-K-80;mip-K-80-8;K-RP;AE-KO;AM-K
mip-K-80;mip-K-80-9;K-RF;AE-KO;AM-K
mip-K-81;mip-K-81-1;K-RB;AE-PO;AM-BE, AM-I
mip-K-81;mip-K-81-2;K-RP;AE-RO;AM-HB
mip-K-81;mip-K-81-3;K-RF;AE-KO;AM-K
mip-K-81;mip-K-81-4;K-RB;AE-PO;AM-BE, AM-I
mip-K-81;mip-K-81-5;K-RP;AE-RO;AM-HB
mip-K-81;mip-K-81-6;K-RF;AE-KO;AM-K
mip-K-82;mip-K-82-1;K-RP;AE-RO;AM-B
mip-K-82;mip-K-82-2;K-RP;AE-RO;AM-HB
mip-K-82;mip-K-82-3;K-RP;AE-RO;AM-B
mip-K-82;mip-K-82-4;K-RP;AE-RO;AM-B
mip-K-83;mip-K-83-1;K-RP;AE-RO;AM-HB
mip-K-83;mip-K-83-2;K-RP;AE-RO;AM-I
mip-K-83;mip-K-83-3;K-RP;AE-RO;AM-S
mip-K-84;mip-K-84-1;K-RF;AE-KO;AM-K
mip-K-84;mip-K-84-2;K-RP;AE-KO;AM-K
mip-K-84;mip-K-84-3;K-RP;AE-RO;AM-HB
mip-K-84;mip-K-84-4;K-RP;AE-KO;AM-K
mip-K-84;mip-K-84-5;K-RP;AE-KO;AM-K
mip-K-84;mip-K-84-6;K-RF;AE-KO;AM-K
mip-K-84;mip-K-84-7;K-RP;AE-KO;AM-K
mip-K-84;mip-K-84-8;-;AE-KO;AM-K
mip-K-85;mip-K-85-1;K-RP;AE-KO;AM-K
mip-K-85;mip-K-85-2;K-RP;AE-KO;AM-K
mip-K-85;mip-K-85-3;K-RP;AE-RO;AM-HB
mip-K-85;mip-K-85-4;K-RP;AE-RO;AM-HB
mip-K-85;mip-K-85-5;K-RP;AE-RO;AM-I
mip-K-85;mip-K-85-6;K-RF;AE-KO;AM-K
mip-K-85;mip-K-85-7;K-RP;AE-KO;AM-K
mip-K-85;mip-K-85-8;K-RP;AE-RO;AM-HB
mip-K-85;mip-K-85-9;K-RP;AE-RO;AM-I
mip-K-85;mip-K-85-10;K-RP;AE-RO;AM-HB
mip-K-85;mip-K-85-11;K-RF;AE-RO;AM-HB
mip-K-85;mip-K-85-12;K-RP;AE-KO;AM-K
mip-K-85;mip-K-85-13;K-RF;AE-KO;AM-K
mip-K-85;mip-K-85-14;K-RP;AE-RO;AM-HB
mip-K-85;mip-K-85-15;K-RP;AE-RO;AM-HB
mip-K-85;mip-K-85-16;K-RF;AE-RO;AM-HB
mip-K-85;mip-K-85-17;K-RP;AE-RO;AM-HB
mip-K-85;mip-K-85-18;K-RP;AE-RO;AM-HB
mip-K-85;mip-K-85-19;K-RP;AE-RO;AM-HB
mip-K-85;mip-K-85-20;K-RF;AE-RO;AM-HB
mip-K-85;mip-K-85-21;K-RB;AE-PO;AM-BE, AM-I
mip-K-86;mip-K-86-1;-;AE-KO;AM-K
mip-K-86;mip-K-86-2;K-RP;AE-RO;AM-HB
mip-K-86;mip-K-86-3;K-RP;AE-KO;AM-K
mip-K-86;mip-K-86-4;K-RP;AE-KO;AM-K
mip-K-86;mip-K-86-5;K-RF;AE-KO;AM-K
mip-K-86;mip-K-86-6;K-RP;AE-RO;AM-HB
mip-K-87;mip-K-87-1;K-RP;AE-RO;AM-K
mip-K-87;mip-K-87-2;K-RF;AE-KO;AM-K
mip-K-87;mip-K-87-3;K-RP;AE-KO;AM-K
mip-K-87;mip-K-87-4;K-RP;AE-KO;AM-K
mip-K-87;mip-K-87-5;-;AE-KO;AM-K
mip-K-87;mip-K-87-6;K-RP;AE-RO;AM-HB
mip-K-87;mip-K-87-7;K-RF;AE-KO;AM-K
mip-K-87;mip-K-87-8;K-RF;AE-KO;AM-K
mip-K-88;mip-K-88-1;K-RP;AE-KO;AM-K
mip-K-88;mip-K-88-2;K-RP;AE-KO;AM-K
mip-K-88;mip-K-88-3;K-RF;AE-KO;AM-K
mip-K-88;mip-K-88-4;K-RP;AE-KO;AM-K
mip-K-88;mip-K-88-5;K-RP;AE-KO;AM-K
mip-K-88;mip-K-88-6;K-RF;AE-KO;AM-K
mip-K-88;mip-K-88-7;K-RP;AE-RO;AM-HB
mip-K-88;mip-K-88-8;K-RP;AE-RO;AM-HB
mip-K-88;mip-K-88-9;K-RF;AE-KO;AM-K
mip-K-88;mip-K-88-10;K-RP;AE-RO;AM-HB
mip-K-88;mip-K-88-11;K-RP;AE-RO;AM-HB
mip-K-88;mip-K-88-12;K-RP;AE-KO;AM-K
mip-K-88;mip-K-88-13;K-RP;AE-KO;AM-K
mip-K-88;mip-K-88-14;K-RP;AE-KO;AM-K
mip-K-88;mip-K-88-15;K-RP;AE-KO;AM-K
mip-K-88;mip-K-88-16;K-RP;AE-KO;AM-K
mip-K-88;mip-K-88-17;K-RF;AE-KO;AM-K
mip-K-88;mip-K-88-18;K-RP;AE-KO;AM-K
mip-K-88;mip-K-88-19;K-RP;AE-KO;AM-K
mip-K-88;mip-K-88-20;K-RF;AE-KO;AM-K
mip-K-89;mip-K-89-1;K-RP;AE-RO;AM-I
mip-K-89;mip-K-89-2;K-RP;AE-RO;AM-I
mip-K-89;mip-K-89-3;K-RP;AE-RO;AM-I
mip-K-89;mip-K-89-4;K-RP;AE-RO;AM-S
mip-K-89;mip-K-89-5;K-RP;AE-RO;AM-S, AM-I
mip-K-90;mip-K-90-1;K-RP;AE-RO;AM-HB
mip-K-90;mip-K-90-2;K-RP;AE-RO;AM-I
mip-K-90;mip-K-90-3;K-RP;AE-RO;AM-I
mip-K-90;mip-K-90-4;K-RP;AE-RO;AM-S
mip-K-90;mip-K-90-5;K-RP;AE-RO;AM-S, AM-I
mip-K-90;mip-K-90-6;K-RB;AE-PO;AM-BE, AM-S
mip-K-91;mip-K-91-1;K-RP;AE-KO;AM-K
mip-K-91;mip-K-91-2;K-RP;AE-RO;AM-HB
mip-K-91;mip-K-91-3;K-RF;AE-KO;AM-K
mip-K-91;mip-K-91-4;K-RP;AE-KO;AM-K
mip-K-91;mip-K-91-5;K-RP;AE-KO;AM-K
mip-K-91;mip-K-91-6;K-RP;AE-RO;AM-HB
mip-K-91;mip-K-91-7;K-RF;AE-KO;AM-K
mip-K-91;mip-K-91-8;K-RP;AE-RO;AM-HB, AM-I
mip-K-91;mip-K-91-9;K-RP;AE-RO;AM-LN
mip-K-91;mip-K-91-10;K-RP;AE-RO;AM-HB, AM-I
mip-K-91;mip-K-91-11;K-RP;AE-RO;AM-HB
mip-K-91;mip-K-91-12;K-RP;AE-RO;AM-HB
mip-K-91;mip-K-91-13;K-RP;AE-RO;AM-HB
mip-K-91;mip-K-91-14;K-RF;AE-RO;AM-HB
mip-K-92;mip-L-92-1;K-RP;AE-RO;AM-S
mip-K-92;mip-L-92-2;K-RP;AE-RO;AM-S
mip-K-92;mip-L-92-3;K-RP;AE-RO;AM-S
mip-K-92;mip-L-92-4;K-RP;AE-RO;AM-I
mip-K-93;mip-K-93-1;K-RP;AE-RO;AM-HB
mip-K-93;mip-K-93-2;K-RP;AE-RO;AM-I, AM-HB
mip-K-93;mip-K-93-3;K-RP;AE-RO;AM-I, AM-HB
mip-K-93;mip-K-93-4;K-RP;AE-RO;AM-HB
mip-K-93;mip-K-93-5;K-RB;AE-RO;AM-I
mip-K-93;mip-K-93-6;K-RP;AE-RO;AM-I, AM-HB
mip-K-93;mip-K-93-7;K-RB;AE-PO;AM-BE, AM-I
mip-K-93;mip-K-93-8;K-RB;AE-PO;AM-LN
mip-K-93;mip-K-93-9;K-RB;AE-PO;AM-I
mip-K-93;mip-K-93-10;K-RP;AE-RO;AM-HB, AM-S
mip-K-93;mip-K-93-11;-;AE-KO;AM-LN
mip-K-93;mip-K-93-12;-;AE-KO;AM-K
mip-K-93;mip-K-93-13;K-RP;AE-RO;AM-HB
mip-K-93;mip-K-93-14;K-RP;AE-RO;AM-I, AM-HB
mip-K-93;mip-K-93-15;K-RP;AE-RO;AM-S
mip-K-93;mip-K-93-16;K-RP;AE-RO;AM-HB
mip-K-93;mip-K-93-17;K-RP;AE-RO;AM-HB
mip-K-93;mip-K-93-18;K-RP;AE-RO;AM-LN
mip-K-93;mip-K-93-19;K-RP;AE-RO;AM-I, AM-HB
mip-K-94;mip-K-94-1;K-RP;AE-RO;AM-HB
mip-K-94;mip-K-94-2;K-RP;AE-RO;AM-I
mip-K-94;mip-K-94-3;K-RP;AE-RO;AM-I
mip-K-94;mip-K-94-4;K-RB;AE-PO;AM-BE
mip-K-95;mip-K-95-1;K-RP;AE-KO;AM-K
mip-K-95;mip-K-95-2;K-RB;AE-PO;AM-BE
mip-K-95;mip-K-95-3;K-RP;AE-PO;AM-BE
mip-K-95;mip-K-95-4;K-RF;AE-KO;AM-K
mip-K-95;mip-K-95-5;K-RB;AE-PO;AM-BE
mip-K-95;mip-K-95-6;K-RB;AE-PO;AM-BE
mip-K-95;mip-K-95-7;K-RF;AE-KO;AM-K
mip-K-95;mip-K-95-8;K-RP;AE-KO;AM-K
mip-K-96;mip-K-96-1;K-RP;AE-KO;AM-K
mip-K-96;mip-K-96-2;K-RP;AE-KO;AM-K
mip-K-96;mip-K-96-3;-;AE-KO;AM-K
mip-K-96;mip-K-96-4;K-RF;AE-KO;AM-K
mip-K-96;mip-K-96-5;K-RP;AE-RO;AM-I
mip-K-96;mip-K-96-6;K-RP;AE-RO;AM-HB
mip-K-96;mip-K-96-7;K-RP;AE-RO;AM-HB
mip-K-96;mip-K-96-8;K-RB;AE-RO;AM-K
mip-K-96;mip-K-96-9;K-RF;-;AM-K
mip-K-97;mip-K-97-1;K-RP;AE-KO;AM-K
mip-K-97;mip-K-97-2;K-RP;AE-KO;AM-LN
mip-K-97;mip-K-97-3;K-RP;AE-RO;AM-HB
mip-K-97;mip-K-97-4;K-RP;AE-RO;AM-HB
mip-K-97;mip-K-97-5;K-RP;AE-RO;AM-HB
mip-K-97;mip-K-97-6;K-RP;AE-RO;AM-HB
mip-K-98;mip-K-98-1;K-RP;AE-KO;AM-K
mip-K-98;mip-K-98-2;K-RB;AE-RO;AM-HB, AM-B
mip-K-98;mip-K-98-3;K-RB;AE-RO;AM-B
mip-K-99;mip-K-99-1;K-RP;AE-RO;AM-B
mip-K-99;mip-K-99-2;K-RP;AE-RO;AM-B
mip-K-99;mip-K-99-3;K-RP;AE-RO;AM-B
mip-K-99;mip-K-99-4;-;AE-RO;AM-B
mip-K-100;mip-K-100-1;K-RP;AE-RO;AM-HB, AM-B
mip-K-100;mip-K-100-2;K-RP;AE-RO;AM-HB, AM-B
mip-K-100;mip-K-100-3;K-RP;AE-RO;AM-B
mub-K-1;mub-K-1-1;K-RP;AE-RO;AM-S
mub-K-1;mub-K-1-2;K-RP;AE-RO;AM-I
mub-K-1;mub-K-1-3;K-RP;AE-KO;AM-K
mub-K-2;mub-K-2-1;K-RP;AE-RO;AM-I
mub-K-2;mub-K-2-2;K-RB;AE-PO;AM-BE, AM-I
mub-K-2;mub-K-2-3;-;-;-
mub-K-2;mub-K-2-4;K-RB;AE-PO;AM-BE, AM-I
mub-K-2;mub-K-2-5;K-RB;AE-PO;AM-BE, AM-I
mub-K-2;mub-K-2-6;K-RB;AE-PO;AM-BE, AM-I
mub-K-2;mub-K-2-7;K-RB;AE-PO;AM-I
mub-K-2;mub-K-2-8;K-RP;AE-RO;AM-HB
mub-K-3;mub-K-3-1;K-RP;AE-RO;AM-HB
mub-K-3;mub-K-3-2;K-RP;AE-RO;AM-I
mub-K-3;mub-K-3-3;K-RB;AE-PO;AM-K
mub-K-3;mub-K-3-4;K-RP;AE-RO;AM-B
mub-K-3;mub-K-3-5;K-RB;AE-RO;AM-B
mub-K-3;mub-K-3-6;K-RF;-;-
mub-K-4;mub-K-4-1;K-RP;AE-KO;AM-K
mub-K-4;mub-K-4-2;K-RB;AE-KO;AM-K
mub-K-4;mub-K-4-3;K-RF;-;-
mub-K-5;mub-K-5-1;K-RP;AE-KO;AM-K
mub-K-5;mub-K-5-2;K-RP;AE-KO;AM-K
mub-K-5;mub-K-5-3;K-RP;AE-KO;AM-K
mub-K-5;mub-K-5-4;K-RP;AE-KO;AM-K
mub-K-5;mub-K-5-5;K-RP;AE-KO;AM-K
mub-K-5;mub-K-5-6;K-RP;AE-KO;AM-K
mub-K-6;mub-K-6-1;K-RP;AE-RO;AM-S
mub-K-6;mub-K-6-2;K-RF;AE-KO;AM-K
mub-K-6;mub-K-6-3;K-RP;AE-RO;AM-S
mub-K-6;mub-K-6-4;K-RF;AE-KO;AM-K
mub-K-6;mub-K-6-5;K-RF;AE-KO;AM-K
mub-K-6;mub-K-6-6;K-RF;AE-KO;AM-K
mub-K-7;mub-K-7-1;K-RP;AE-RO;AM-I
mub-K-7;mub-K-7-2;K-RP;AE-RO;AM-I
mub-K-7;mub-K-7-3;K-RP;AE-RO;AM-I
mub-K-8;mub-K-8-1;K-RP;AE-RO;AM-I
mub-K-8;mub-K-8-2;K-RP;AE-RO;AM-I
mub-K-8;mub-K-8-3;K-RP;AE-RO;AM-I
mub-K-8;mub-K-8-4;K-RP;AE-RO;AM-I
mub-K-9;mub-K-9-1;K-RP;AE-RO;AM-HB
mub-K-9;mub-K-9-2;-;AE-KO;AM-K
mub-K-9;mub-K-9-3;K-RP;AE-KO;AM-K
mub-K-9;mub-K-9-4;-;AE-KO;AM-K
mub-K-9;mub-K-9-5;K-RP;AE-RO;AM-S
mub-K-9;mub-K-9-6;K-RP;AE-RO;AM-I
mub-K-9;mub-K-9-7;K-RP;AE-KO;AM-K
mub-K-9;mub-K-9-8;K-RP;AE-KO;AM-I
mub-K-9;mub-K-9-9;K-RF;AE-KO;AM-K
mub-K-10;mub-K-10-1;K-RP;AE-RO;AM-HB
mub-K-10;mub-K-10-2;K-RB;AE-KO;AM-K
mub-K-10;mub-K-10-3;K-RP;AE-KO;AM-K
mub-K-10;mub-K-10-4;K-RB;AE-PO;AM-BE
mub-K-10;mub-K-10-5;K-RB;AE-PO;AM-BE
mub-K-10;mub-K-10-6;K-RB;AE-PO;AM-BE
mub-K-10;mub-K-10-7;K-RB;AE-PO;AM-S
mub-K-11;mub-K-11-1;K-RP;AE-KO;AM-K
mub-K-11;mub-K-11-2;K-RP;AE-RO;AM-HB
mub-K-11;mub-K-11-3;K-RP;AE-RO;AM-HB
mub-K-11;mub-K-11-4;K-RP;AE-KO;AM-K
mub-K-11;mub-K-11-5;K-RF;AE-KO;AM-K
mub-K-11;mub-K-11-6;K-RF;AE-KO;AM-K
mub-K-11;mub-K-11-7;K-RB;AE-KO;AM-K
mub-K-12;mub-K-12-1;K-RP;AE-RO;AM-HB
mub-K-12;mub-K-12-2;K-RP;AE-RO;AM-HB
mub-K-12;mub-K-12-3;K-RF;AE-RO;AM-HB
mub-K-13;mub-K-13-1;K-RP;AE-RO;AM-LN
mub-K-13;mub-K-13-2;K-RP;AE-RO;AM-HB
mub-K-13;mub-K-13-3;K-RP;AE-RO;AM-HB
mub-K-13;mub-K-13-4;K-RP;AE-RO;AM-S
